SETTLEMENTDATE,DUID,SCADAVALUE
2026-03-17 05:05:00,MEWF1,145.2032
2026-03-17 05:05:00,MIDDLSF1,0.0
2026-03-17 05:05:00,MINTARO,0.08545
2026-03-17 05:05:00,MLB01,-0.48
2026-03-17 05:05:00,MLSP1,0.003
2026-03-17 05:05:00,MLWF1,1.29
2026-03-17 05:05:00,MOKOSF1,0.0
2026-03-17 05:05:00,MOLNGSF1,0.0
2026-03-17 05:05:00,MOORAWF1,0.0
2026-03-17 05:05:00,MOREESF1,0.0
2026-03-17 05:05:00,MORTLK11,265.0
2026-03-17 05:05:00,MORTLK12,268.0
2026-03-17 05:05:00,MOUSF1,0.0
2026-03-17 05:05:00,MP1,450.53177
2026-03-17 05:05:00,MP2,447.69971
2026-03-17 05:05:00,MPP_1,399.88522
2026-03-17 05:05:00,MPP_2,414.88513
2026-03-17 05:05:00,MREHA1,-1.16487
2026-03-17 05:05:00,MREHA2,-0.95003
2026-03-17 05:05:00,MREHA3,-0.5539
2026-03-17 05:05:00,MRNBESS1,0.0
2026-03-17 05:05:00,MRTLSWF1,2.71
2026-03-17 05:05:00,MSTUART1,0.0
2026-03-17 05:05:00,MSTUART2,0.0
2026-03-17 05:05:00,MSTUART3,0.0
2026-03-17 05:05:00,MTGELWF1,0.0
2026-03-17 05:05:00,MTMILLAR,32.1
2026-03-17 05:05:00,MUCRKSF1,0.4
2026-03-17 05:05:00,MURRAY,646.29999
2026-03-17 05:05:00,MUSSELR1,81.5
2026-03-17 05:05:00,MUWAWF1,0.0
2026-03-17 05:05:00,MUWAWF2,0.0
2026-03-17 05:05:00,MWPS1PV1,0.0
2026-03-17 05:05:00,MWPS2PV1,0.0
2026-03-17 05:05:00,MWPS3PV1,0.0
2026-03-17 05:05:00,MWPS4PV1,0.0
2026-03-17 05:05:00,NBHWF1,52.8
2026-03-17 05:05:00,NESBESS1,-0.39132
2026-03-17 05:05:00,NESBESS2,0.00175
2026-03-17 05:05:00,NEVERSF1,0.0
2026-03-17 05:05:00,NEWENSF1,0.0
2026-03-17 05:05:00,NEWENSF2,0.0
2026-03-17 05:05:00,NPS,0.0
2026-03-17 05:05:00,NUMURSF1,0.0
2026-03-17 05:05:00,NYNGAN1,0.0
2026-03-17 05:05:00,OAKEY1,0.0
2026-03-17 05:05:00,OAKEY1SF,0.0
2026-03-17 05:05:00,OAKEY2,0.0
2026-03-17 05:05:00,OAKEY2SF,0.0
2026-03-17 05:05:00,OAKLAND1,0.0
2026-03-17 05:05:00,ORABESS1,-0.01324
2026-03-17 05:05:00,OSB-AG,0.0
2026-03-17 05:05:00,PALOONA,0.0
2026-03-17 05:05:00,PAREPS1,0.0
2026-03-17 05:05:00,PAREPW1,1.49
2026-03-17 05:05:00,PARSF1,0.00153
2026-03-17 05:05:00,PIBESS1,-0.06
2026-03-17 05:05:00,PIONEER,-0.3
2026-03-17 05:05:00,POAT110,51.89072
2026-03-17 05:05:00,POAT220,79.4818
2026-03-17 05:05:00,POR01,0.0
2026-03-17 05:05:00,POR03,0.0
2026-03-17 05:05:00,PORTWF,0.8
2026-03-17 05:05:00,PPCCGT,335.95929
2026-03-17 05:05:00,PTSTAN1,0.0
2026-03-17 05:05:00,PUMP1,0.0
2026-03-17 05:05:00,PUMP2,0.0
2026-03-17 05:05:00,QBYNB1,-0.0415
2026-03-17 05:05:00,QPS1,0.0
2026-03-17 05:05:00,QPS2,0.0
2026-03-17 05:05:00,QPS3,0.0
2026-03-17 05:05:00,QPS4,0.0
2026-03-17 05:05:00,QPS5,0.0
2026-03-17 05:05:00,QPSFB1,-0.014
2026-03-17 05:05:00,QPSFB2,-0.007
2026-03-17 05:05:00,RANGEB1,-0.62
2026-03-17 05:05:00,REECE1,97.60189
2026-03-17 05:05:00,REECE2,0.0
2026-03-17 05:05:00,REPULSE,32.086067
2026-03-17 05:05:00,RESS1,-0.04935
2026-03-17 05:05:00,RIVNB2,-0.08823
2026-03-17 05:05:00,ROMA_7,0.0
2026-03-17 05:05:00,ROMA_8,0.0
2026-03-17 05:05:00,ROWALLAN,-0.00441
2026-03-17 05:05:00,ROYALLA1,0.0
2026-03-17 05:05:00,RPCG,-0.3
2026-03-17 05:05:00,RRSF1,0.0
2026-03-17 05:05:00,RT_NSW1,0.0
2026-03-17 05:05:00,RT_NSW2,0.0
2026-03-17 05:05:00,RT_NSW3,0.0
2026-03-17 05:05:00,RT_NSW4,0.0
2026-03-17 05:05:00,RT_NSW5,0.0
2026-03-17 05:05:00,RT_NSW6,0.0
2026-03-17 05:05:00,RT_QLD1,0.0
2026-03-17 05:05:00,RT_SA1,0.0
2026-03-17 05:05:00,RT_SA2,0.0
2026-03-17 05:05:00,RT_SA3,0.0
2026-03-17 05:05:00,RT_SA4,0.0
2026-03-17 05:05:00,RT_SA5,0.0
2026-03-17 05:05:00,RT_SA6,0.0
2026-03-17 05:05:00,RT_TAS1,0.0
2026-03-17 05:05:00,RT_VIC1,0.0
2026-03-17 05:05:00,RT_VIC10,0.0
2026-03-17 05:05:00,RT_VIC11,0.0
2026-03-17 05:05:00,RT_VIC12,0.0
2026-03-17 05:05:00,RT_VIC2,0.0
2026-03-17 05:05:00,RT_VIC3,0.0
2026-03-17 05:05:00,RT_VIC4,0.0
2026-03-17 05:05:00,RT_VIC5,0.0
2026-03-17 05:05:00,RT_VIC6,0.0
2026-03-17 05:05:00,RT_VIC7,0.0
2026-03-17 05:05:00,RT_VIC8,0.0
2026-03-17 05:05:00,RT_VIC9,0.0
2026-03-17 05:05:00,RUBICON,0.0
2026-03-17 05:05:00,RUGBYR1,0.0
2026-03-17 05:05:00,RYANCWF1,4.25
2026-03-17 05:05:00,RYEPARK1,3.2358
2026-03-17 05:05:00,SALTCRK1,1.74
2026-03-17 05:05:00,SAPHWF1,10.35935
2026-03-17 05:05:00,SEBSF1,0.0
2026-03-17 05:05:00,SHGEN,0.0
2026-03-17 05:05:00,SHOAL1,41.879997
2026-03-17 05:05:00,SHPUMP,0.0
2026-03-17 05:05:00,SITHE01,0.0
2026-03-17 05:05:00,SMCSF1,0.0
2026-03-17 05:05:00,SMTHBES1,-0.42738
2026-03-17 05:05:00,SNAPPER1,0.0
2026-03-17 05:05:00,SNB01,-1.40102
2026-03-17 05:05:00,SNB02,-0.049
2026-03-17 05:05:00,SNOWNTH1,0.0
2026-03-17 05:05:00,SNOWSTH1,4.09998
2026-03-17 05:05:00,SNOWTWN1,0.0
2026-03-17 05:05:00,SNOWYP,0.0
2026-03-17 05:05:00,SNUG1,0.0
2026-03-17 05:05:00,SRSF1,0.0
2026-03-17 05:05:00,STAN-1,148.27631
2026-03-17 05:05:00,STAN-2,149.10947
2026-03-17 05:05:00,STAN-3,150.46815
2026-03-17 05:05:00,STAN-4,148.73775
2026-03-17 05:05:00,STARHLWF,21.09385
2026-03-17 05:05:00,STOCKYD1,0.0
2026-03-17 05:05:00,STUBSF1,0.00458
2026-03-17 05:05:00,STUBSF2,0.00458
2026-03-17 05:05:00,STWF1,105.22316
2026-03-17 05:05:00,SUNRSF1,0.0
2026-03-17 05:05:00,SUNTPSF1,0.0
2026-03-17 05:05:00,SWANBBF1,-0.51728
2026-03-17 05:05:00,SWAN_E,277.34875
2026-03-17 05:05:00,TALWA1,0.0
2026-03-17 05:05:00,TALWB1,0.0
2026-03-17 05:05:00,TARALGA1,17.44473
2026-03-17 05:05:00,TARBESS1,0.19109
2026-03-17 05:05:00,TARONG#1,259.20001
2026-03-17 05:05:00,TARONG#2,260.10001
2026-03-17 05:05:00,TARONG#3,178.90001
2026-03-17 05:05:00,TARONG#4,294.60001
2026-03-17 05:05:00,TARRALEA,21.1
2026-03-17 05:05:00,TB2B1,-0.18744
2026-03-17 05:05:00,TB2SF1,0.0
2026-03-17 05:05:00,TBSF1,0.0
2026-03-17 05:05:00,TEMPB1,-1.0
2026-03-17 05:05:00,TIB1,0.15
2026-03-17 05:05:00,TNPS1,300.4375
2026-03-17 05:05:00,TORRB1,0.0
2026-03-17 05:05:00,TORRB2,0.0
2026-03-17 05:05:00,TORRB3,60.0
2026-03-17 05:05:00,TORRB4,0.0
2026-03-17 05:05:00,TREVALLN,22.04157
2026-03-17 05:05:00,TRGBESS1,-0.25
2026-03-17 05:05:00,TRIBUTE,0.0
2026-03-17 05:05:00,TULLYSM1,0.0
2026-03-17 05:05:00,TUMUT3,0.0
2026-03-17 05:05:00,TUNGATIN,3.44
2026-03-17 05:05:00,TVCC201,0.0
2026-03-17 05:05:00,TVPP104,0.0
2026-03-17 05:05:00,ULPBESS1,-1.792
2026-03-17 05:05:00,UPPTUMUT,0.0
2026-03-17 05:05:00,URANQ11,0.0
2026-03-17 05:05:00,URANQ12,0.0
2026-03-17 05:05:00,URANQ13,0.0
2026-03-17 05:05:00,URANQ14,0.0
2026-03-17 05:05:00,VBB1,-0.3
2026-03-17 05:05:00,VP5,518.44843
2026-03-17 05:05:00,VP6,520.42603
2026-03-17 05:05:00,VPGS1,0.0
2026-03-17 05:05:00,VPGS2,0.0
2026-03-17 05:05:00,VPGS3,0.0
2026-03-17 05:05:00,VPGS4,0.0
2026-03-17 05:05:00,VPGS5,0.0
2026-03-17 05:05:00,VPGS6,0.0
2026-03-17 05:05:00,W/HOE#1,0.0
2026-03-17 05:05:00,W/HOE#2,0.0
2026-03-17 05:05:00,WAGGNSF1,0.0
2026-03-17 05:05:00,WALGRV1,-0.21129
2026-03-17 05:05:00,WAMBOWF1,129.20601
2026-03-17 05:05:00,WANDB1,0.07347
2026-03-17 05:05:00,WANDSF1,0.0
2026-03-17 05:05:00,WARWSF1,0.0
2026-03-17 05:05:00,WARWSF2,0.0
2026-03-17 05:05:00,WATERLWF,13.3
2026-03-17 05:05:00,WAUBRAWF,8.155291
2026-03-17 05:05:00,WDBESS1,0.4934
2026-03-17 05:05:00,WDBESS2,-1.85566
2026-03-17 05:05:00,WDGPH1,0.0
2026-03-17 05:05:00,WELLSF1,0.0
2026-03-17 05:05:00,WELNSF1,0.0
2026-03-17 05:05:00,WEMENSF1,0.0
2026-03-17 05:05:00,WGWF1,14.0
2026-03-17 05:05:00,WHITSF1,0.0
2026-03-17 05:05:00,WINTSF1,0.0
2026-03-17 05:05:00,WKIEWA1,14.0
2026-03-17 05:05:00,WKIEWA2,14.2
2026-03-17 05:05:00,WLWLSF1,0.0
2026-03-17 05:05:00,WLWLSF2,0.0
2026-03-17 05:05:00,WNSF1,0.0
2026-03-17 05:05:00,WOLARSF1,0.0
2026-03-17 05:05:00,WOODLWN1,3.0894
2026-03-17 05:05:00,WOOLGSF1,0.0
2026-03-17 05:05:00,WOOLNTH1,22.82
2026-03-17 05:05:00,WPWF,27.59
2026-03-17 05:05:00,WRSF1,0.0
2026-03-17 05:05:00,WRWF1,0.0
2026-03-17 05:05:00,WSTWYSF1,0.0
2026-03-17 05:05:00,WTAHB1,-10.59663
2026-03-17 05:05:00,WUNUSF1,0.0
2026-03-17 05:05:00,WYASF1,0.0
2026-03-17 05:05:00,YABULU,0.0
2026-03-17 05:05:00,YABULU2,0.0
2026-03-17 05:05:00,YAMBUKWF,0.9
2026-03-17 05:05:00,YARANSF1,0.0
2026-03-17 05:05:00,YARWUN_1,130.36
2026-03-17 05:05:00,YATSF1,0.0
2026-03-17 05:05:00,YENDWF1,0.0
2026-03-17 05:05:00,YSWF1,0.0
2026-03-17 05:05:00,YWPS1,330.5
2026-03-17 05:05:00,YWPS2,278.75
2026-03-17 05:05:00,YWPS3,344.25
2026-03-17 05:05:00,YWPS4,369.5625
2026-03-17 05:10:00,ADPBA1,0.092
2026-03-17 05:10:00,ADPPV1,0.0
2026-03-17 05:10:00,AGLHAL,29.98445
2026-03-17 05:10:00,AGLSOM,0.0
2026-03-17 05:10:00,ALDGASF1,0.0
2026-03-17 05:10:00,ANGAST1,0.0
2026-03-17 05:10:00,ARWF1,7.3
2026-03-17 05:10:00,AVLSF1,0.0
2026-03-17 05:10:00,BALB1,-28.08
2026-03-17 05:10:00,BALDHWF1,4.513
2026-03-17 05:10:00,BANGOWF1,0.0
2026-03-17 05:10:00,BANGOWF2,1.49805
2026-03-17 05:10:00,BANN1,0.0
2026-03-17 05:10:00,BARCALDN,0.0
2026-03-17 05:10:00,BARCSF1,0.1
2026-03-17 05:10:00,BARKIPS1,0.0
2026-03-17 05:10:00,BARRON-1,33.115
2026-03-17 05:10:00,BARRON-2,33.205
2026-03-17 05:10:00,BASTYAN,69.86
2026-03-17 05:10:00,BBATTERY1,0.45512
2026-03-17 05:10:00,BBTHREE1,0.0
2026-03-17 05:10:00,BBTHREE2,0.0
2026-03-17 05:10:00,BBTHREE3,0.0
2026-03-17 05:10:00,BDL01,0.0
2026-03-17 05:10:00,BDL02,0.0
2026-03-17 05:10:00,BERYLSF1,0.0
2026-03-17 05:10:00,BHB1,0.26207
2026-03-17 05:10:00,BLOWERNG,0.0
2026-03-17 05:10:00,BLUEGSF1,0.0
2026-03-17 05:10:00,BLUFF1,5.3
2026-03-17 05:10:00,BLYTHB1,20.58
2026-03-17 05:10:00,BNGSF1,0.0
2026-03-17 05:10:00,BNGSF2,0.0
2026-03-17 05:10:00,BOCORWF1,19.46
2026-03-17 05:10:00,BODWF1,6.31859
2026-03-17 05:10:00,BOLIVPS1,1e-05
2026-03-17 05:10:00,BOMENSF1,0.0
2026-03-17 05:10:00,BOWWBA1,0.048
2026-03-17 05:10:00,BOWWPV1,0.0
2026-03-17 05:10:00,BRAEMAR1,0.0
2026-03-17 05:10:00,BRAEMAR2,0.0
2026-03-17 05:10:00,BRAEMAR3,0.0
2026-03-17 05:10:00,BRAEMAR5,0.29206
2026-03-17 05:10:00,BRAEMAR6,0.0
2026-03-17 05:10:00,BRAEMAR7,0.0
2026-03-17 05:10:00,BRDDSF01,0.0
2026-03-17 05:10:00,BRNDBES1,2.48454
2026-03-17 05:10:00,BROKENH1,0.0
2026-03-17 05:10:00,BRYB1WF1,4.4831
2026-03-17 05:10:00,BRYB2WF2,2.55436
2026-03-17 05:10:00,BULBES1,-4.98
2026-03-17 05:10:00,BULGANA1,3.73
2026-03-17 05:10:00,BUNGAMB1,-0.95
2026-03-17 05:10:00,BUSF1,0.0
2026-03-17 05:10:00,BUTLERSG,2.1
2026-03-17 05:10:00,BW01,639.32861
2026-03-17 05:10:00,BW02,660.93536
2026-03-17 05:10:00,BW03,457.97818
2026-03-17 05:10:00,BW04,663.79187
2026-03-17 05:10:00,BWTR1,-0.68592
2026-03-17 05:10:00,CALL_B_1,321.5
2026-03-17 05:10:00,CALL_B_2,320.30002
2026-03-17 05:10:00,CAPBES1,-67.66
2026-03-17 05:10:00,CAPTL_WF,0.0
2026-03-17 05:10:00,CATHROCK,16.7
2026-03-17 05:10:00,CBWWBA1,0.042
2026-03-17 05:10:00,CETHANA,0.0
2026-03-17 05:10:00,CG1,0.0
2026-03-17 05:10:00,CG2,0.0
2026-03-17 05:10:00,CG3,0.0
2026-03-17 05:10:00,CG4,0.0
2026-03-17 05:10:00,CGBESS01,-0.11
2026-03-17 05:10:00,CHALLHWF,0.0
2026-03-17 05:10:00,CHBESS1,0.54575
2026-03-17 05:10:00,CHILDSF1,0.0
2026-03-17 05:10:00,CHYTWF1,0.0
2026-03-17 05:10:00,CLARESF1,0.0
2026-03-17 05:10:00,CLEMGPWF,0.0
2026-03-17 05:10:00,CLERMSF1,0.0
2026-03-17 05:10:00,CLOVER,0.0
2026-03-17 05:10:00,CLRKCWF1,303.66101
2026-03-17 05:10:00,CLRKCWF2,87.5315
2026-03-17 05:10:00,CLUNY,17.106432
2026-03-17 05:10:00,CNUNDAWF,0.20023
2026-03-17 05:10:00,COHUNSF1,0.0
2026-03-17 05:10:00,COLEASF1,0.0
2026-03-17 05:10:00,COLUMSF1,0.0
2026-03-17 05:10:00,COLWF01,3.32876
2026-03-17 05:10:00,CONDONG1,23.1
2026-03-17 05:10:00,COOPGWF1,159.75
2026-03-17 05:10:00,CPP_3,383.07501
2026-03-17 05:10:00,CPP_4,413.05002
2026-03-17 05:10:00,CPSA,0.0
2026-03-17 05:10:00,CROOKWF2,0.0
2026-03-17 05:10:00,CROOKWF3,0.0
2026-03-17 05:10:00,CROWLWF1,4.74778
2026-03-17 05:10:00,CRURWF1,17.89738
2026-03-17 05:10:00,CRWARP1,0.0
2026-03-17 05:10:00,CRWASF1,0.0
2026-03-17 05:10:00,CSPVPS1,0.0
2026-03-17 05:10:00,CTHLWF1,99.47968
2026-03-17 05:10:00,CULLRGWF,1.41
2026-03-17 05:10:00,CUSF1,0.0
2026-03-17 05:10:00,DALNTH1,-0.01373
2026-03-17 05:10:00,DARLSF1,0.0
2026-03-17 05:10:00,DARTM1,0.0
2026-03-17 05:10:00,DAYDSF1,0.0
2026-03-17 05:10:00,DDPS1,0.0
2026-03-17 05:10:00,DDSF1,0.0
2026-03-17 05:10:00,DEVILS_G,0.0
2026-03-17 05:10:00,DG_NSW1,0.0
2026-03-17 05:10:00,DG_QLD1,0.0
2026-03-17 05:10:00,DG_SA1,0.0
2026-03-17 05:10:00,DG_TAS1,0.0
2026-03-17 05:10:00,DG_VIC1,0.0
2026-03-17 05:10:00,DIAPURWF1,0.6
2026-03-17 05:10:00,DPNTB1,0.02243
2026-03-17 05:10:00,DRYCGT1,0.0
2026-03-17 05:10:00,DRYCGT2,0.0
2026-03-17 05:10:00,DRYCGT3,0.0
2026-03-17 05:10:00,DULAWF1,164.39844
2026-03-17 05:10:00,DUNDWF1,5.2
2026-03-17 05:10:00,DUNDWF2,2.9
2026-03-17 05:10:00,DUNDWF3,9.42
2026-03-17 05:10:00,EDENVSF1,0.0
2026-03-17 05:10:00,EILDON1,0.0
2026-03-17 05:10:00,EILDON2,0.04
2026-03-17 05:10:00,ELAINWF1,0.0
2026-03-17 05:10:00,EMERASF1,0.0
2026-03-17 05:10:00,ER01,599.63074
2026-03-17 05:10:00,ER02,667.89349
2026-03-17 05:10:00,ER03,668.65033
2026-03-17 05:10:00,ER04,-2.30716
2026-03-17 05:10:00,ERB01,4.82185
2026-03-17 05:10:00,ERGT01,0.0
2026-03-17 05:10:00,FINLYSF1,0.0
2026-03-17 05:10:00,FISHER,0.0
2026-03-17 05:10:00,FLYCRKWF,18.15
2026-03-17 05:10:00,GANGARR1,0.0
2026-03-17 05:10:00,GANNB1,-22.11948
2026-03-17 05:10:00,GANNSF1,0.0
2026-03-17 05:10:00,GB01,0.0
2026-03-17 05:10:00,GERMCRK,15.915
2026-03-17 05:10:00,GESF1,0.0
2026-03-17 05:10:00,GIRGSF,0.0
2026-03-17 05:10:00,GLENSF1,0.0
2026-03-17 05:10:00,GLRWNSF1,0.0
2026-03-17 05:10:00,GNNDHSF1,0.0
2026-03-17 05:10:00,GOESF1,0.0
2026-03-17 05:10:00,GOONSF1,0.0
2026-03-17 05:10:00,GORDON,179.76837
2026-03-17 05:10:00,GPWFEST1,0.0
2026-03-17 05:10:00,GPWFEST2,0.0
2026-03-17 05:10:00,GPWFEST3,0.0
2026-03-17 05:10:00,GPWFWST1,0.0
2026-03-17 05:10:00,GPWFWST2,0.0
2026-03-17 05:10:00,GRANWF1,3.92
2026-03-17 05:10:00,GREENB1,2.70048
2026-03-17 05:10:00,GRIFSF1,0.001526
2026-03-17 05:10:00,GSTONE1,0.0
2026-03-17 05:10:00,GSTONE2,149.91895
2026-03-17 05:10:00,GSTONE3,0.0
2026-03-17 05:10:00,GSTONE4,0.0
2026-03-17 05:10:00,GSTONE5,229.42773
2026-03-17 05:10:00,GSTONE6,213.71191
2026-03-17 05:10:00,GSWF1A,22.36
2026-03-17 05:10:00,GSWF1B1,11.47
2026-03-17 05:10:00,GULLRSF1,0.0
2026-03-17 05:10:00,GULLRWF1,15.22477
2026-03-17 05:10:00,GULLRWF2,0.70777
2026-03-17 05:10:00,GUNNING1,1.98798
2026-03-17 05:10:00,GUSF1,0.0
2026-03-17 05:10:00,GUTHEGA,31.6
2026-03-17 05:10:00,HALLWF1,43.28
2026-03-17 05:10:00,HALLWF2,3.1
2026-03-17 05:10:00,HAMISF1,0.0
2026-03-17 05:10:00,HAUGHT11,0.0
2026-03-17 05:10:00,HAYMSF1,0.0
2026-03-17 05:10:00,HBESS1,1.0
2026-03-17 05:10:00,HD1WF1,3.62
2026-03-17 05:10:00,HDWF1,59.5
2026-03-17 05:10:00,HDWF2,39.7
2026-03-17 05:10:00,HDWF3,53.2
2026-03-17 05:10:00,HEZ1,0.0
2026-03-17 05:10:00,HILLSTN1,0.0
2026-03-17 05:10:00,HPR1,2.9
2026-03-17 05:10:00,HUGSF1,-0.2
2026-03-17 05:10:00,HUMENSW,0.0
2026-03-17 05:10:00,HUMEV,11.8
2026-03-17 05:10:00,HUNTER1,0.0
2026-03-17 05:10:00,HUNTER2,0.0
2026-03-17 05:10:00,HVWWBA1,0.053
2026-03-17 05:10:00,HVWWPV1,0.0
2026-03-17 05:10:00,JBUTTERS,8.43303
2026-03-17 05:10:00,JEMALNG1,0.0
2026-03-17 05:10:00,JLA01,0.0
2026-03-17 05:10:00,JLA02,0.0
2026-03-17 05:10:00,JLA03,0.0
2026-03-17 05:10:00,JLA04,0.0
2026-03-17 05:10:00,JLB01,0.0
2026-03-17 05:10:00,JLB02,0.0
2026-03-17 05:10:00,JLB03,0.0
2026-03-17 05:10:00,JUNEESF1,0.0
2026-03-17 05:10:00,KABANWF1,87.423
2026-03-17 05:10:00,KAREEYA1,21.6275
2026-03-17 05:10:00,KAREEYA2,21.62
2026-03-17 05:10:00,KAREEYA3,21.5175
2026-03-17 05:10:00,KAREEYA4,21.6525
2026-03-17 05:10:00,KARSF1,0.0
2026-03-17 05:10:00,KEPBG1,0.0
2026-03-17 05:10:00,KEPSF1,0.0
2026-03-17 05:10:00,KEPWF1,27.3
2026-03-17 05:10:00,KERNGSP1,0.0
2026-03-17 05:10:00,KESSB1,0.09
2026-03-17 05:10:00,KIAMSF1,0.0
2026-03-17 05:10:00,KIATAWF1,1.1
2026-03-17 05:10:00,KIDSPHG1,0.0
2026-03-17 05:10:00,KIDSPHG2,0.0
2026-03-17 05:10:00,KIDSPHL1,0.0
2026-03-17 05:10:00,KIDSPHL2,0.0
2026-03-17 05:10:00,KINGASF1,0.0
2026-03-17 05:10:00,KPP_1,326.93091
2026-03-17 05:10:00,KSP1,0.0
2026-03-17 05:10:00,LADBROK1,0.01
2026-03-17 05:10:00,LADBROK2,0.01
2026-03-17 05:10:00,LANCSF1,0.0
2026-03-17 05:10:00,LBB1,0.0
2026-03-17 05:10:00,LDBESS1,-1.11009
2026-03-17 05:10:00,LEM_WIL,0.0
2026-03-17 05:10:00,LGAPBS1,0.0
2026-03-17 05:10:00,LGAPWF1,0.14
2026-03-17 05:10:00,LGAPWF2,0.0
2026-03-17 05:10:00,LILYSF1,0.0
2026-03-17 05:10:00,LIMBESS1,1.08766
2026-03-17 05:10:00,LIMOSF11,2.16022
2026-03-17 05:10:00,LIMOSF21,0.0
2026-03-17 05:10:00,LI_WY_CA,63.85619
2026-03-17 05:10:00,LKBONNY1,0.0
2026-03-17 05:10:00,LKBONNY2,0.31258
2026-03-17 05:10:00,LKBONNY3,0.16747
2026-03-17 05:10:00,LK_ECHO,0.0
2026-03-17 05:10:00,LNGS1,0.0
2026-03-17 05:10:00,LNGS2,0.0
2026-03-17 05:10:00,LONSDALE,0.0
2026-03-17 05:10:00,LOYYB1,576.375
2026-03-17 05:10:00,LOYYB2,577.875
2026-03-17 05:10:00,LRSF1,0.0
2026-03-17 05:10:00,LVES1,0.0
2026-03-17 05:10:00,LYA1,563.0
2026-03-17 05:10:00,LYA2,0.0
2026-03-17 05:10:00,LYA3,562.0
2026-03-17 05:10:00,LYA4,563.0
2026-03-17 05:10:00,MACARTH1,10.5
2026-03-17 05:10:00,MACKNTSH,77.38
2026-03-17 05:10:00,MANNSF2,0.0
2026-03-17 05:10:00,MANNUMB1,-69.28
2026-03-17 05:10:00,MANSLR1,0.0
2026-03-17 05:10:00,MAPS2PV1,0.0
2026-03-17 05:10:00,MAPS3PV1,0.0
2026-03-17 05:10:00,MARYRSF1,0.0
2026-03-17 05:10:00,MBAHNTH,16.9
2026-03-17 05:10:00,MBPS2PV1,0.0
2026-03-17 05:10:00,MCINTYR1,43.6879
2026-03-17 05:10:00,MCKAY1,0.02
2026-03-17 05:10:00,MEADOWBK,10.97472
2026-03-17 05:10:00,MERCER01,0.4
2026-03-17 05:10:00,METZSF1,0.0
2026-03-17 05:10:00,MEWF1,144.01537
2026-03-17 05:10:00,MIDDLSF1,0.0
2026-03-17 05:10:00,MINTARO,0.08545
2026-03-17 05:10:00,MLB01,-0.49
2026-03-17 05:10:00,MLSP1,0.003
2026-03-17 05:10:00,MLWF1,1.29
2026-03-17 05:10:00,MOKOSF1,0.0
2026-03-17 05:10:00,MOLNGSF1,0.0
2026-03-17 05:10:00,MOORAWF1,0.0
2026-03-17 05:10:00,MOREESF1,0.0
2026-03-17 05:10:00,MORTLK11,268.0
2026-03-17 05:10:00,MORTLK12,270.0
2026-03-17 05:10:00,MOUSF1,0.0
2026-03-17 05:10:00,MP1,456.78186
2026-03-17 05:10:00,MP2,455.07288
2026-03-17 05:10:00,MPP_1,400.20566
2026-03-17 05:10:00,MPP_2,415.25134
2026-03-17 05:10:00,MREHA1,1.97726
2026-03-17 05:10:00,MREHA2,1.21859
2026-03-17 05:10:00,MREHA3,3.89746
2026-03-17 05:10:00,MRNBESS1,0.0
2026-03-17 05:10:00,MRTLSWF1,3.02
2026-03-17 05:10:00,MSTUART1,0.0
2026-03-17 05:10:00,MSTUART2,0.0
2026-03-17 05:10:00,MSTUART3,0.0
2026-03-17 05:10:00,MTGELWF1,0.0
2026-03-17 05:10:00,MTMILLAR,27.3
2026-03-17 05:10:00,MUCRKSF1,0.4
2026-03-17 05:10:00,MURRAY,708.30005
2026-03-17 05:10:00,MUSSELR1,85.8
2026-03-17 05:10:00,MUWAWF1,0.0
2026-03-17 05:10:00,MUWAWF2,0.0
2026-03-17 05:10:00,MWPS1PV1,0.0
2026-03-17 05:10:00,MWPS2PV1,0.0
2026-03-17 05:10:00,MWPS3PV1,0.0
2026-03-17 05:10:00,MWPS4PV1,0.0
2026-03-17 05:10:00,NBHWF1,53.1
2026-03-17 05:10:00,NESBESS1,-0.35271
2026-03-17 05:10:00,NESBESS2,0.00175
2026-03-17 05:10:00,NEVERSF1,0.0
2026-03-17 05:10:00,NEWENSF1,0.0
2026-03-17 05:10:00,NEWENSF2,0.0
2026-03-17 05:10:00,NPS,0.0
2026-03-17 05:10:00,NUMURSF1,0.0
2026-03-17 05:10:00,NYNGAN1,0.0
2026-03-17 05:10:00,OAKEY1,0.0
2026-03-17 05:10:00,OAKEY1SF,0.0
2026-03-17 05:10:00,OAKEY2,0.0
2026-03-17 05:10:00,OAKEY2SF,0.0
2026-03-17 05:10:00,OAKLAND1,0.0
2026-03-17 05:10:00,ORABESS1,-0.01324
2026-03-17 05:10:00,OSB-AG,0.0
2026-03-17 05:10:00,PALOONA,0.0
2026-03-17 05:10:00,PAREPS1,0.0
2026-03-17 05:10:00,PAREPW1,0.74
2026-03-17 05:10:00,PARSF1,0.00153
2026-03-17 05:10:00,PIBESS1,0.077
2026-03-17 05:10:00,PIONEER,-0.3
2026-03-17 05:10:00,POAT110,52.4796
2026-03-17 05:10:00,POAT220,95.86024
2026-03-17 05:10:00,POR01,0.0
2026-03-17 05:10:00,POR03,0.0
2026-03-17 05:10:00,PORTWF,0.0
2026-03-17 05:10:00,PPCCGT,339.98593
2026-03-17 05:10:00,PTSTAN1,0.0
2026-03-17 05:10:00,PUMP1,0.0
2026-03-17 05:10:00,PUMP2,0.0
2026-03-17 05:10:00,QBYNB1,-0.0405
2026-03-17 05:10:00,QPS1,0.0
